ts_ms,oi
1708099200000,60383.645
1708102800000,60014.918
1708106400000,60208.828
1708110000000,60145.27
1708113600000,59809.993
1708117200000,59713.944
1708120800000,59651.603
1708124400000,59836.095
1708128000000,59306.276
1708131600000,59418.757
1708135200000,59227.652
1708138800000,59269.642
1708142400000,59301.387
1708146000000,59430.076
1708149600000,59572.724
1708153200000,59571.112
1708156800000,59486.86
1708160400000,59875.371
1708164000000,60274.757
1708167600000,60595.62
1708171200000,60393.45
1708174800000,60282.142
1708178400000,60932.594
1708182000000,61308.08
1708185600000,61007.381
1708189200000,61245.429
1708192800000,61239.367
1708196400000,61391.075
1708200000000,60972.451
1708203600000,60766.512
1708207200000,61124.145
1708210800000,61497.602
1708214400000,61754.633
1708218000000,61745.485
1708221600000,61574.325
1708225200000,59462.273
1708228800000,59714.752
1708232400000,60478.69
1708236000000,60238.423
1708239600000,59833.476
1708243200000,59851.62
1708246800000,59901.659
1708250400000,60059.882
1708254000000,59929.815
1708257600000,59911.917
1708261200000,60103.184
1708264800000,60483.748
1708268400000,60811.284
1708272000000,60896.339
1708275600000,60976.508
1708279200000,60696.795
1708282800000,60912.153
1708286400000,60748.791
1708290000000,60669.361
1708293600000,60585.468
1708297200000,59672.471
1708300800000,59907.154
1708304400000,59794.125
1708308000000,59912.573
1708311600000,59953.333
1708315200000,60008.841
1708318800000,60015.006
1708322400000,60172.861
1708326000000,60970.454
1708329600000,61200.038
1708333200000,60905.947
1708336800000,61413.793
1708340400000,61377.853
1708344000000,62098.026
1708347600000,61885.981
1708351200000,61573.993
1708354800000,61614.865
1708358400000,61254.512
1708362000000,60649.525
1708365600000,61045.084
1708369200000,60873.078
1708372800000,61211.578
1708376400000,61033.28
1708380000000,60782.708
1708383600000,60238.158
1708387200000,60742.016
1708390800000,60460.782
1708394400000,60829.15
1708398000000,61081.486
1708401600000,61067.951
1708405200000,60836.458
1708408800000,61109.46
1708412400000,61060.236
1708416000000,60856.519
1708419600000,61084.784
1708423200000,60984.77
1708426800000,60975.925
1708430400000,61010.36
1708434000000,61244.202
1708437600000,61196.124
1708441200000,60839.464
1708444800000,60541.966
1708448400000,60794.469
1708452000000,59602.091
1708455600000,59183.454
1708459200000,58888.026
1708462800000,59060.799
1708466400000,58936.086
1708470000000,58624.86
1708473600000,58537.153
1708477200000,58825.976
1708480800000,59092.831
1708484400000,59029.04
1708488000000,59008.579
1708491600000,58812.844
1708495200000,58243.939
1708498800000,58537.123
1708502400000,58788.037
1708506000000,58991.299
1708509600000,59320.358
1708513200000,59839.462
1708516800000,60165.18
1708520400000,61039.468
1708524000000,60927.661
1708527600000,60849.035
1708531200000,60712.426
1708534800000,61743.367
1708538400000,60939.302
1708542000000,61133.902
1708545600000,60513.998
1708549200000,60013.872
1708552800000,60110.969
1708556400000,59983.793
1708560000000,59194.865
1708563600000,58652.494
1708567200000,58303.333
1708570800000,58540.458
